Title,Price,Stock Availability
Hold Your Breath (Search and Rescue #1),£28.82,True
Hamilton: The Revolution,£58.79,True
Greek Mythic History,£10.23,True
God: The Most Unpleasant Character in All Fiction,£30.03,True
Glory over Everything: Beyond The Kitchen House,£45.84,True
Feathers: Displays of Brilliant Plumage,£49.05,True
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",£15.06,True
Every Last Word,£46.47,True
Eligible (The Austen Project #4),£27.09,True
El Deafo,£57.62,True
Eight Hundred Grapes,£14.39,True
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",£51.75,True
"Eat Fat, Get Thin",£54.07,True
Don't Get Caught,£55.35,True
Doctor Sleep (The Shining #2),£40.12,True
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),£37.51,True
Dear Mr. Knightley,£11.21,True
Daily Fantasy Sports,£36.58,True
Crazy Love: Overwhelmed by a Relentless God,£47.72,True
Cometh the Hour (The Clifton Chronicles #6),£25.01,True
