Title,Price,Stock Availability
Girl in the Blue Coat,£46.83,True
"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17,True
"Friday Night Lights: A Town, a Team, and a Dream",£51.22,True
Fire Bound (Sea Haven/Sisters of the Heart #5),£21.28,True
Fifty Shades Freed (Fifty Shades #3),£15.36,True
Fellside,£38.62,True
Extreme Prey (Lucas Davenport #26),£25.40,True
Eragon (The Inheritance Cycle #1),£43.87,True
Eclipse (Twilight #3),£18.74,True
Dune (Dune #1),£54.86,True
Dracula,£52.62,True
Do Androids Dream of Electric Sheep? (Blade Runner #1),£51.48,True
Disrupted: My Misadventure in the Start-Up Bubble,£15.28,True
Dead Wake: The Last Crossing of the Lusitania,£39.24,True
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",£17.81,True
Darkfever (Fever #1),£56.02,True
Dark Places,£23.90,True
Crazy Rich Asians (Crazy Rich Asians #1),£49.13,True
Counting Thyme,£10.62,True
Cosmos,£36.17,True
