Title,Price,Stock Availability
Isla and the Happily Ever After (Anna and the French Kiss #3),£48.13,True
If I Stay (If I Stay #1),£38.13,True
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),£36.55,True
Harry Potter and the Deathly Hallows (Harry Potter #7),£23.32,True
"Fruits Basket, Vol. 5 (Fruits Basket #5)",£16.33,True
Foundation (Foundation (Publication Order) #1),£32.42,True
Fool Me Once,£16.96,True
Find Her (Detective D.D. Warren #8),£22.37,True
Evicted: Poverty and Profit in the American City,£42.27,True
Drama,£38.70,True
Dracula the Un-Dead,£35.63,True
Digital Fortress,£58.00,True
"Death Note, Vol. 5: Whiteout (Death Note #5)",£52.41,True
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",£32.35,True
Critique of Pure Reason,£20.75,True
Booked,£17.49,True
"Blue Lily, Lily Blue (The Raven Cycle #3)",£34.13,True
Approval Junkie: Adventures in Caring Too Much,£58.81,True
An Abundance of Katherines,£10.00,True
America's War for the Greater Middle East: A Military History,£51.22,True
