Title,Price,Stock Availability
Benjamin Franklin: An American Life,£48.19,True
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",£29.93,True
A Summer In Europe,£44.34,True
A Short History of Nearly Everything,£52.40,True
A Gathering of Shadows (Shades of Magic #2),£44.81,True
The Sound Of Love,£57.84,True
The Rise and Fall of the Third Reich: A History of Nazi Germany,£39.67,True
The Perks of Being a Wallflower,£55.02,True
The Mysterious Affair at Styles (Hercule Poirot #1),£24.80,True
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,£59.45,True
The Makings of a Fatherless Child,£31.58,True
The Joy of Cooking,£43.27,True
The Invention of Wings,£37.34,True
The Hobbit (Middle-Earth Universe),£17.80,True
The Great Railway Bazaar,£30.54,True
The Golden Compass (His Dark Materials #1),£18.77,True
The God Delusion,£46.85,True
The Girl You Left Behind (The Girl You Left Behind #1),£15.79,True
The Fellowship of the Ring (The Lord of the Rings #1),£10.27,True
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),£15.42,True
