Title,Price,Stock Availability
Roller Girl,£14.10,True
Rising Strong,£21.82,True
Proofs of God: Classical Arguments from Tertullian to Barth,£54.21,True
Please Kill Me: The Uncensored Oral History of Punk,£31.19,True
Out of Print: City Lights Spotlight No. 14,£53.64,True
My Life Next Door (My Life Next Door ),£36.39,True
Miller's Valley,£58.54,True
Man's Search for Meaning,£29.48,True
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",£25.06,True
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,£12.55,True
Les Fleurs du Mal,£29.04,True
Left Behind (Left Behind #1),£40.72,True
Kill 'Em and Leave: Searching for James Brown and the American Soul,£45.05,True
Kierkegaard: A Christian Missionary to Christians,£47.13,True
John Vassos: Industrial Design for Modern Life,£20.22,True
I'll Give You the Sun,£56.48,True
I Will Find You,£44.21,True
Hystopia: A Novel,£21.96,True
Howl and Other Poems,£40.45,True
History of Beauty,£10.29,True
