Title,Price,Stock Availability
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,£52.86,True
Future Shock (Future Shock #1),£55.65,True
Ender's Game (The Ender Quintet #1),£43.64,True
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,£28.41,True
Death by Leisure: A Cautionary Tale,£37.51,True
Brilliant Beacons: A History of the American Lighthouse,£11.45,True
Brazen: The Courage to Find the You That's Been Hiding,£19.22,True
Between the World and Me,£56.91,True
Being Mortal: Medicine and What Matters in the End,£55.06,True
"A Murder Over a Girl: Justice, Gender, Junior High",£13.20,True
32 Yolks,£53.63,True
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",£44.48,True
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,£12.08,True
Wildlife of New York: A Five-Borough Coloring Book,£22.14,True
What Happened on Beale Street (Secrets of the South Mysteries #2),£25.37,True
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,£46.33,True
Under the Tuscan Sun,£37.33,True
Toddlers Are A**holes: It's Not Your Fault,£25.55,True
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,£34.72,True
The Whale,£35.96,True
