Title,Price,Stock Availability
Seven Days in the Art World,£52.33,True
Seven Brief Lessons on Physics,£30.60,True
Scarlet (The Lunar Chronicles #2),£14.57,True
Sarah's Key,£46.29,True
"Saga, Volume 3 (Saga (Collected Editions) #3)",£21.57,True
Running with Scissors,£12.91,True
Rogue Lawyer (Rogue Lawyer #1),£50.11,True
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",£41.67,True
Rework,£44.88,True
Reservations for Two,£11.10,True
Red: The True Story of Red Riding Hood,£28.54,True
Ready Player One,£19.07,True
Quiet: The Power of Introverts in a World That Can't Stop Talking,£43.55,True
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),£43.63,True
Persepolis: The Story of a Childhood (Persepolis #1-2),£39.13,True
Packing for Mars: The Curious Science of Life in the Void,£56.68,True
Outliers: The Story of Success,£14.16,True
Original Fake,£31.45,True
Orange Is the New Black,£24.61,True
One for the Money (Stephanie Plum #1),£32.87,True
