Title,Price,Stock Availability
Code Name Verity (Code Name Verity #1),£22.13,True
Clockwork Angel (The Infernal Devices #1),£44.14,True
City of Glass (The Mortal Instruments #3),£56.02,True
City of Fallen Angels (The Mortal Instruments #4),£11.23,True
City of Bones (The Mortal Instruments #1),£43.28,True
City of Ashes (The Mortal Instruments #2),£47.27,True
Cell,£20.29,True
Catching Jordan (Hundred Oaks),£50.83,True
"Carry On, Warrior: Thoughts on Life Unarmed",£31.85,True
Carrie,£46.23,True
Buying In: The Secret Dialogue Between What We Buy and Who We Are,£37.80,True
Brain on Fire: My Month of Madness,£49.32,True
Batman: Europa,£32.01,True
Barefoot Contessa Back to Basics,£28.01,True
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,£50.62,True
Balloon Animals,£17.03,True
Art Ops Vol. 1,£48.80,True
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14,True
Angels Walking (Angels Walking #1),£34.20,True
Angels & Demons (Robert Langdon #1),£51.48,True
